NaN,0.5172,0.64061,0.96388,0.42583,0.32574,0.72735,0.31745,0.62232,0.42151,0.064911,0.65504,0.97497,0.49497,0.84813,0.37936,0.065133,0.37108,0.79361,0.87242,0.67252,0.18336,0.27816,0.98307,0.89558,0.032996,0.62158,0.11414,0.8395,0.47554,0.70013,0.32315,0.94074,0.63386,0.52124,0.11053,0.24724,0.80485,0.87501,0.024377,0.90182,0.44967,0.22133,0.20061,0.11788,0.75331,0.85338,0.97866,0.56296,0.54895,0.3364,0.4935,0.63529,0.52677,0.92626,0.93827,0.80304,0.77096,0.34138,0.37206,0.52968,0.74467,0.2396,0.8362,0.97828,0.56767,0.82691,0.5421,0.24244,0.070638,0.74002,0.3689,0.98746,0.76636,0.933,0.31054,0.40088,0.69144,0.15754,0.50241,0.2636,0.25781,0.14342,0.8138,0.54421,0.12714,0.4846,0.57185,0.98604,0.10411
0.5172,NaN,0.93204,0.21268,0.71268,0.86035,0.072292,0.70877,0.74069,0.40713,0.0065871,0.86347,0.92531,0.51556,0.24673,0.65115,0.00079778,0.78836,0.093568,0.50911,0.12959,0.027638,0.17707,0.1248,0.41424,0.34678,0.15105,0.68709,0.97371,0.011412,0.1083,0.16059,0.15008,0.86343,0.54588,0.80378,0.65205,0.19263,0.34897,0.26619,0.84155,0.73772,0.67766,0.003922,0.39499,0.56321,0.59989,0.3293,0.24556,0.94594,0.1013,0.073612,0.38634,0.63162,0.63593,0.88073,0.95079,0.86069,0.38729,0.65612,0.51627,0.65336,0.11364,0.66571,0.67507,0.50051,0.16396,0.75244,0.57484,0.92661,0.23824,0.19435,0.61404,0.30104,0.48993,0.72597,0.33246,0.15306,0.24376,0.24635,0.12032,0.16378,0.41337,0.92221,0.38864,0.1567,0.92671,0.044421,0.80733,0.41258
0.64061,0.93204,NaN,0.39133,0.71985,0.38141,0.11168,0.93658,0.26606,0.36429,0.31144,0.71283,0.55505,0.2594,0.75868,0.45688,0.12068,0.22122,0.60797,0.92246,0.37176,0.94478,0.23367,0.4167,0.39744,0.9648,0.93966,0.44406,0.91833,0.63038,0.8398,0.32226,0.86364,0.12637,0.045789,0.28323,0.87308,0.51195,0.16771,0.66886,0.49461,0.53361,0.28567,0.57397,0.54246,0.57637,0.0038656,0.11156,0.64099,0.030599,0.73819,0.8443,0.42102,0.62195,0.72916,0.015766,0.88335,0.96524,0.2309,0.29276,0.36693,0.15006,0.64795,0.87145,0.23241,0.77323,0.24374,0.37077,0.99353,0.061264,0.99835,0.90206,0.3023,0.72555,0.042451,0.54044,0.4756,0.95969,0.031486,0.11485,0.043041,0.2974,0.79519,0.49348,0.48745,0.61815,0.61642,0.65541,0.19362,0.92332
0.96388,0.21268,0.39133,NaN,0.023398,0.092154,0.2158,0.24255,0.28186,0.54351,0.67649,0.85886,0.8689,0.44776,0.70585,0.45605,0.77895,0.039954,0.44126,0.86075,0.85007,0.6596,0.217,0.21098,0.51038,0.8435,0.3436,0.028638,0.79633,0.11308,0.1272,0.63564,0.0476,0.42948,0.1363,0.39679,0.38234,0.41175,0.87164,0.72355,0.64792,0.21116,0.67388,0.13076,0.5012,0.87195,0.057383,0.54189,0.223,0.077499,0.37441,0.53448,0.7684,0.42969,0.87043,0.37898,0.9622,0.51194,0.50639,0.9417,0.45358,0.89272,0.47068,0.47276,0.69276,0.71983,0.51549,0.94646,0.2357,0.54887,0.9186,0.84765,0.6921,0.97437,0.093883,0.26844,0.53538,0.53169,0.0044871,0.34412,0.70851,0.638,0.61699,0.55518,0.01932,0.74447,0.98835,0.15041,0.85748,0.26815
0.42583,0.71268,0.71985,0.023398,NaN,0.086819,0.73704,0.067575,0.78021,0.9829,0.29665,0.59988,0.40639,0.16955,0.59261,0.0085267,0.27721,0.52217,0.38218,0.85858,0.34303,0.55933,0.61467,0.56848,0.16421,0.54799,0.48674,0.81784,0.40712,0.34997,0.29284,0.46994,0.2936,0.054616,0.26058,0.57358,0.88308,0.23332,0.029063,0.89186,0.28639,0.1188,0.80326,0.25299,0.093008,0.64537,0.5537,0.15836,0.83817,0.84733,0.52344,0.039641,0.63379,0.69143,0.058737,0.50866,0.12385,0.46023,0.65647,0.061561,0.97066,0.80871,0.18343,0.14595,0.22875,0.048347,0.13085,0.20682,0.19832,0.035623,0.58919,0.7555,0.043304,0.45483,0.094544,0.95852,0.99645,0.099696,0.67868,0.89657,0.95736,0.81777,0.79979,0.93079,0.29452,0.40084,0.40572,0.73074,0.53108,0.97544
0.32574,0.86035,0.38141,0.092154,0.086819,NaN,0.80376,0.91658,0.39734,0.8478,0.89417,0.92984,0.26768,0.87469,0.12345,0.45709,0.00029328,0.012674,0.1457,0.4468,0.48339,0.99594,0.079523,0.37318,0.44413,0.85064,0.64743,0.46133,0.052528,0.006823,0.42756,0.41509,0.01151,0.67589,0.32321,0.24845,0.25414,0.73972,0.098958,0.75881,0.28241,0.31821,0.99151,0.5201,0.37953,0.3631,0.98391,0.44656,0.13274,0.25365,0.13344,0.62299,0.50665,0.22409,0.54646,0.42304,0.55558,0.00049096,0.78335,0.94078,0.31726,0.14605,0.78023,0.50461,0.22458,0.19202,0.88475,0.66118,0.37648,0.98235,0.90276,0.49422,0.68855,0.10547,0.58429,0.90034,0.28286,0.89377,0.57483,0.32855,0.35394,0.52085,0.57935,0.98354,0.62581,0.64642,0.23265,0.19217,0.90282,0.75761
0.72735,0.072292,0.11168,0.2158,0.73704,0.80376,NaN,0.4436,0.87742,0.25759,0.6424,0.76382,0.49363,0.05612,0.16355,0.64878,0.59951,0.29043,0.82433,0.58257,0.070493,0.27487,0.89064,0.68068,0.47496,0.58318,0.40871,0.42833,0.24645,0.51754,0.51967,0.65276,0.27467,0.081262,0.69198,0.44081,0.5731,0.81845,0.20968,0.77523,0.44016,0.9809,0.01626,0.23853,0.19376,0.10751,0.58403,0.73223,0.20487,0.50639,0.067751,0.50386,0.14577,0.29548,0.86223,0.26295,0.46273,0.55233,0.72047,0.58583,0.63492,0.89562,0.77869,0.17092,0.085501,0.31259,0.12499,0.58035,0.48197,0.4644,0.019274,0.40744,0.9444,0.85483,0.48902,0.6806,0.62786,0.60348,0.03674,0.30401,0.80682,0.53178,0.27609,0.91683,0.60658,0.49347,0.10259,0.59095,0.78518,0.35942
0.31745,0.70877,0.93658,0.24255,0.067575,0.91658,0.4436,NaN,0.86347,0.10266,0.62599,0.19156,0.28393,0.029793,0.14354,0.12519,0.5691,0.0093826,0.19636,0.3957,0.088249,0.54605,0.9576,0.93488,0.29382,0.038966,0.44449,0.46762,0.21466,0.11754,0.49471,0.083872,0.49734,0.34304,0.92378,0.012254,0.51336,0.3868,0.97435,0.72584,0.97426,0.46459,0.054505,0.588,0.8798,0.35221,0.3401,0.98435,0.81889,0.45819,0.14009,0.13184,0.18229,0.1314,0.25621,0.15381,0.48793,0.60081,0.86388,0.2507,0.32388,0.0011537,0.31609,0.091727,0.52394,0.58867,0.12294,0.78416,0.43685,0.62477,0.091785,0.47351,0.0049127,0.97675,0.83532,0.083016,0.60567,0.88709,0.9823,0.16207,0.85687,0.23113,0.80932,0.49776,0.73295,0.33348,0.49359,0.12376,0.32802,0.033479
0.62232,0.74069,0.26606,0.28186,0.78021,0.39734,0.87742,0.86347,NaN,0.69089,0.0033864,0.2251,0.36403,0.5587,0.083613,0.55212,0.86291,0.6556,0.36511,0.67105,0.42761,0.83726,0.49156,0.66931,0.55169,0.87307,0.81286,0.24336,0.060393,0.94594,0.30305,0.5431,0.84115,0.22636,0.71659,0.10427,0.45995,0.86534,0.40145,0.97267,0.81294,0.42827,0.91916,0.85467,0.90273,0.96011,0.023415,0.79615,0.67248,0.98125,0.88961,0.35798,0.15255,0.22631,0.44089,0.79583,0.36983,0.72117,0.86718,0.046098,0.030769,0.11937,0.91334,0.019893,0.18713,0.29126,0.76424,0.98516,0.36184,0.034019,0.48112,0.72505,0.64469,0.05807,0.70649,0.11968,0.038981,0.74587,0.83969,0.93389,0.98666,0.63443,0.22635,0.354,0.50523,0.30988,0.92843,0.030017,0.44176,0.42759
0.42151,0.40713,0.36429,0.54351,0.9829,0.8478,0.25759,0.10266,0.69089,NaN,0.85656,0.87498,0.65685,0.17881,0.03627,0.8212,0.83702,0.74289,0.83339,0.54004,0.75336,0.36628,0.97209,0.19787,0.41329,0.51527,0.39519,0.4477,0.0047053,0.91532,0.55421,0.019641,0.94303,0.90527,0.12118,0.86121,0.3478,0.44699,0.84335,0.23936,0.24993,0.88938,0.18455,0.41079,0.68149,0.21717,0.60231,0.36828,0.89078,0.17597,0.61643,0.99467,0.50074,0.77483,0.68117,0.70368,0.16419,0.48441,0.17665,0.72868,0.31753,0.61694,0.94949,0.11976,0.38273,0.44886,0.24074,0.18445,0.91462,0.15094,0.21606,0.050559,0.039906,0.87938,0.50433,0.40245,0.14733,0.75775,0.80627,0.79726,0.65688,0.10549,0.17459,0.50306,0.66655,0.93086,0.41628,0.018991,0.563,0.90901
